Scramble,Scramble Length,Heuristic Type,Heuristic,Wall Time (ns)
L,1,Single L0,0.6666667,20500
B',1,Single L0,0.6666667,20500
D,1,Single L0,0.6666667,20400
U,1,Single L0,0.6666667,20400
D',1,Single L0,0.6666667,20500
B,1,Single L0,0.6666667,20400
F,1,Single L0,0.6666667,20500
U',1,Single L0,0.6666667,20400
D,1,Single L0,0.6666667,20400
B,1,Single L0,0.6666667,20500
U',1,Single L0,0.6666667,20400
F,1,Single L0,0.6666667,22600
R,1,Single L0,0.6666667,20600
B,1,Single L0,0.6666667,20500
F',1,Single L0,0.6666667,20400
D,1,Single L0,0.6666667,20400
R,1,Single L0,0.6666667,20400
D,1,Single L0,0.6666667,20400
U',1,Single L0,0.6666667,20300
U',1,Single L0,0.6666667,20400
R,1,Single L0,0.6666667,20500
F',1,Single L0,0.6666667,20500
B,1,Single L0,0.6666667,20500
F',1,Single L0,0.6666667,20500
D',1,Single L0,0.6666667,20400
B',1,Single L0,0.6666667,20500
U,1,Single L0,0.6666667,20300
D',1,Single L0,0.6666667,20400
R',1,Single L0,0.6666667,20400
U,1,Single L0,0.6666667,20400
U',1,Single L0,0.6666667,20300
L',1,Single L0,0.6666667,22000
D',1,Single L0,0.6666667,20500
U,1,Single L0,0.6666667,20400
L',1,Single L0,0.6666667,20400
L,1,Single L0,0.6666667,20500
U,1,Single L0,0.6666667,20400
R,1,Single L0,0.6666667,20500
F,1,Single L0,0.6666667,20400
L,1,Single L0,0.6666667,22200
L,1,Single L0,0.6666667,20400
R,1,Single L0,0.6666667,20500
L,1,Single L0,0.6666667,20400
R',1,Single L0,0.6666667,20400
L,1,Single L0,0.6666667,20400
L,1,Single L0,0.6666667,20500
U,1,Single L0,0.6666667,20400
U',1,Single L0,0.6666667,20400
F,1,Single L0,0.6666667,20400
F,1,Single L0,0.6666667,20400
L,1,Single L0,0.6666667,20400
F',1,Single L0,0.6666667,20400
D',1,Single L0,0.6666667,22200
U',1,Single L0,0.6666667,20400
U,1,Single L0,0.6666667,20500
R,1,Single L0,0.6666667,20500
U',1,Single L0,0.6666667,20400
R,1,Single L0,0.6666667,20400
L',1,Single L0,0.6666667,20400
U,1,Single L0,0.6666667,20500
U',1,Single L0,0.6666667,20400
D',1,Single L0,0.6666667,20500
D,1,Single L0,0.6666667,20400
U',1,Single L0,0.6666667,20400
F',1,Single L0,0.6666667,20500
F,1,Single L0,0.6666667,20500
U,1,Single L0,0.6666667,20400
R',1,Single L0,0.6666667,20400
L',1,Single L0,0.6666667,20500
B,1,Single L0,0.6666667,20500
L,1,Single L0,0.6666667,20500
D',1,Single L0,0.6666667,20500
F',1,Single L0,0.6666667,20900
L',1,Single L0,0.6666667,20900
B',1,Single L0,0.6666667,20900
D',1,Single L0,0.6666667,20900
R',1,Single L0,0.6666667,21000
B,1,Single L0,0.6666667,21100
U,1,Single L0,0.6666667,24400
F,1,Single L0,0.6666667,23800
R',1,Single L0,0.6666667,23600
L',1,Single L0,0.6666667,23500
R',1,Single L0,0.6666667,23500
U,1,Single L0,0.6666667,23300
F',1,Single L0,0.6666667,23200
B,1,Single L0,0.6666667,20600
R,1,Single L0,0.6666667,20400
U',1,Single L0,0.6666667,20300
R,1,Single L0,0.6666667,20400
R,1,Single L0,0.6666667,20400
F',1,Single L0,0.6666667,22300
R,1,Single L0,0.6666667,20400
L,1,Single L0,0.6666667,20500
D',1,Single L0,0.6666667,20500
R,1,Single L0,0.6666667,20400
D,1,Single L0,0.6666667,20500
F',1,Single L0,0.6666667,20400
U,1,Single L0,0.6666667,20400
D,1,Single L0,0.6666667,20400
R,1,Single L0,0.6666667,20300
F',1,Single L0,0.6666667,20400
F,1,Single L0,0.6666667,20400
D,1,Single L0,0.6666667,23100
D',1,Single L0,0.6666667,20500
U,1,Single L0,0.6666667,20300
R',1,Single L0,0.6666667,20200
F,1,Single L0,0.6666667,20400
R',1,Single L0,0.6666667,20500
L',1,Single L0,0.6666667,20800
U',1,Single L0,0.6666667,20500
B',1,Single L0,0.6666667,20600
B',1,Single L0,0.6666667,20400
B,1,Single L0,0.6666667,20400
U,1,Single L0,0.6666667,20400
F',1,Single L0,0.6666667,20500
D,1,Single L0,0.6666667,20400
R,1,Single L0,0.6666667,20400
U,1,Single L0,0.6666667,20400
L,1,Single L0,0.6666667,20400
D,1,Single L0,0.6666667,20400
B,1,Single L0,0.6666667,20500
U,1,Single L0,0.6666667,20500
D',1,Single L0,0.6666667,20400
L',1,Single L0,0.6666667,20400
F',1,Single L0,0.6666667,20500
F,1,Single L0,0.6666667,20400
B',1,Single L0,0.6666667,20400
F',1,Single L0,0.6666667,20500
B',1,Single L0,0.6666667,20400
L,1,Single L0,0.6666667,20500
U,1,Single L0,0.6666667,20500
U,1,Single L0,0.6666667,20400
F',1,Single L0,0.6666667,20500
B,1,Single L0,0.6666667,20500
L',1,Single L0,0.6666667,20600
L,1,Single L0,0.6666667,20400
F,1,Single L0,0.6666667,20500
R',1,Single L0,0.6666667,20500
L,1,Single L0,0.6666667,22500
F,1,Single L0,0.6666667,20500
U,1,Single L0,0.6666667,20400
R,1,Single L0,0.6666667,22200
D',1,Single L0,0.6666667,20400
B',1,Single L0,0.6666667,20500
U,1,Single L0,0.6666667,20400
R,1,Single L0,0.6666667,20500
F',1,Single L0,0.6666667,20500
R',1,Single L0,0.6666667,20400
D,1,Single L0,0.6666667,22100
R,1,Single L0,0.6666667,20400
F,1,Single L0,0.6666667,20500
B,1,Single L0,0.6666667,20400
L,1,Single L0,0.6666667,20400
L,1,Single L0,0.6666667,20500
R,1,Single L0,0.6666667,22300
U',1,Single L0,0.6666667,20400
U,1,Single L0,0.6666667,20300
L,1,Single L0,0.6666667,20400
R,1,Single L0,0.6666667,20400
L,1,Single L0,0.6666667,20500
D',1,Single L0,0.6666667,20500
F,1,Single L0,0.6666667,20600
F',1,Single L0,0.6666667,20400
L',1,Single L0,0.6666667,20500
B',1,Single L0,0.6666667,20600
U,1,Single L0,0.6666667,20300
F',1,Single L0,0.6666667,20500
L,1,Single L0,0.6666667,20500
R',1,Single L0,0.6666667,20500
L,1,Single L0,0.6666667,20500
U,1,Single L0,0.6666667,20300
L,1,Single L0,0.6666667,20500
R,1,Single L0,0.6666667,20400
L,1,Single L0,0.6666667,20500
L,1,Single L0,0.6666667,20400
B',1,Single L0,0.6666667,20600
L',1,Single L0,0.6666667,20500
D,1,Single L0,0.6666667,20400
U,1,Single L0,0.6666667,20500
U',1,Single L0,0.6666667,20500
U',1,Single L0,0.6666667,20400
B,1,Single L0,0.6666667,20500
F',1,Single L0,0.6666667,20500
R,1,Single L0,0.6666667,20400
U,1,Single L0,0.6666667,20400
R,1,Single L0,0.6666667,20400
D',1,Single L0,0.6666667,20600
R,1,Single L0,0.6666667,20400
D',1,Single L0,0.6666667,20400
R,1,Single L0,0.6666667,20500
U',1,Single L0,0.6666667,20500
L,1,Single L0,0.6666667,20500
B,1,Single L0,0.6666667,20500
B',1,Single L0,0.6666667,20400
R',1,Single L0,0.6666667,21100
D',1,Single L0,0.6666667,20800
B,1,Single L0,0.6666667,20900
U,1,Single L0,0.6666667,20800
B,1,Single L0,0.6666667,21100
L',1,Single L0,0.6666667,21000
B',1,Single L0,0.6666667,24200
F',1,Single L0,0.6666667,23900
F,1,Single L0,0.6666667,23900
L',1,Single L0,0.6666667,23600
R',1,Single L0,0.6666667,23700
D',1,Single L0,0.6666667,23300
R',1,Single L0,0.6666667,21900
B',1,Single L0,0.6666667,20600
R,1,Single L0,0.6666667,20400
F',1,Single L0,0.6666667,20400
D,1,Single L0,0.6666667,20400
B',1,Single L0,0.6666667,53000
U,1,Single L0,0.6666667,20400
B,1,Single L0,0.6666667,20400
R',1,Single L0,0.6666667,22500
R',1,Single L0,0.6666667,20500
D,1,Single L0,0.6666667,20500
B,1,Single L0,0.6666667,20600
F',1,Single L0,0.6666667,20500
D,1,Single L0,0.6666667,20400
F',1,Single L0,0.6666667,20400
R,1,Single L0,0.6666667,20500
B',1,Single L0,0.6666667,20400
L,1,Single L0,0.6666667,20500
F',1,Single L0,0.6666667,20500
L L,2,Single L0,0.6666667,20600
B' D',2,Single L0,1.1666666,20800
F' D',2,Single L0,1.1666666,20700
F' L,2,Single L0,1.1666666,22400
L' R',2,Single L0,1.3333334,22300
F' R,2,Single L0,1.1666666,20800
R' B,2,Single L0,1.1666666,20600
R' D',2,Single L0,1.1666666,20600
F' U,2,Single L0,1.1666666,20800
D D,2,Single L0,0.6666667,20500
R U',2,Single L0,1.1666666,20700
B D',2,Single L0,1.1666666,20700
R U',2,Single L0,1.1666666,20700
U' R',2,Single L0,1.1666666,27400
U U,2,Single L0,0.6666667,33000
D L,2,Single L0,1.1666666,47400
R' L,2,Single L0,1.3333334,47700
R' B,2,Single L0,1.1666666,47700
U F,2,Single L0,1.1666666,36600
B' D',2,Single L0,1.1666666,40000
L B,2,Single L0,1.1666666,35900
R R,2,Single L0,0.6666667,21500
L R,2,Single L0,1.3333334,21700
F L',2,Single L0,1.1666666,21300
D' B,2,Single L0,1.1666666,22900
F' B',2,Single L0,1.3333334,21300
R B,2,Single L0,1.1666666,21200
R U,2,Single L0,1.1666666,21200
D' U,2,Single L0,1.3333334,20600
R' R',2,Single L0,0.6666667,20400
U D',2,Single L0,1.3333334,20300
B L',2,Single L0,1.1666666,20600
B' B',2,Single L0,0.6666667,20400
U' B,2,Single L0,1.1666666,20500
F F,2,Single L0,0.6666667,20500
D U',2,Single L0,1.3333334,22900
U' B',2,Single L0,1.1666666,20400
R' D',2,Single L0,1.1666666,20400
R B,2,Single L0,1.1666666,20400
F' F',2,Single L0,0.6666667,20400
R D,2,Single L0,1.1666666,20400
L R,2,Single L0,1.3333334,20600
L' R',2,Single L0,1.3333334,20400
L F',2,Single L0,1.1666666,22400
R B',2,Single L0,1.1666666,20500
D' U,2,Single L0,1.3333334,20500
B B,2,Single L0,0.6666667,20400
B L',2,Single L0,1.1666666,20700
D' D',2,Single L0,0.6666667,20500
D' F',2,Single L0,1.1666666,31100
U R',2,Single L0,1.1666666,31600
U' L,2,Single L0,1.1666666,30800
F' R',2,Single L0,1.1666666,30700
L B,2,Single L0,1.1666666,30700
R F',2,Single L0,1.1666666,30600
F L,2,Single L0,1.1666666,25400
L' B',2,Single L0,1.1666666,20500
U F,2,Single L0,1.1666666,20400
L F,2,Single L0,1.1666666,20600
F' D',2,Single L0,1.1666666,20400
B B,2,Single L0,0.6666667,20500
U' R,2,Single L0,1.1666666,20500
L D',2,Single L0,1.1666666,22100
U L',2,Single L0,1.1666666,20900
U U,2,Single L0,0.6666667,20400
U L',2,Single L0,1.1666666,20600
F' F',2,Single L0,0.6666667,20400
U D',2,Single L0,1.3333334,20400
D F,2,Single L0,1.1666666,20300
L' R,2,Single L0,1.3333334,20500
L D,2,Single L0,1.1666666,20500
U' L',2,Single L0,1.1666666,20500
L U,2,Single L0,1.1666666,20500
B' F',2,Single L0,1.3333334,20400
L' F',2,Single L0,1.1666666,20500
R D',2,Single L0,1.1666666,20400
U L,2,Single L0,1.1666666,25500
F' D,2,Single L0,1.1666666,20500
F R',2,Single L0,1.1666666,20400
L B,2,Single L0,1.1666666,20700
B' U',2,Single L0,1.1666666,20400
R L',2,Single L0,1.3333334,20400
D' B,2,Single L0,1.1666666,20500
L F',2,Single L0,1.1666666,20600
F' R,2,Single L0,1.1666666,20500
D' R,2,Single L0,1.1666666,20400
F' B',2,Single L0,1.3333334,20500
L D,2,Single L0,1.1666666,20400
U L',2,Single L0,1.1666666,20700
L' B',2,Single L0,1.1666666,20500
F' R',2,Single L0,1.1666666,20500
F R',2,Single L0,1.1666666,20600
D R,2,Single L0,1.1666666,20500
F R',2,Single L0,1.1666666,20500
R F,2,Single L0,1.1666666,20500
R L,2,Single L0,1.3333334,20600
R' D,2,Single L0,1.1666666,31300
U B,2,Single L0,1.1666666,30600
D U,2,Single L0,1.3333334,30500
R U',2,Single L0,1.1666666,30700
F' L',2,Single L0,1.1666666,30800
B' U',2,Single L0,1.1666666,20500
L' B',2,Single L0,1.1666666,20600
L L,2,Single L0,0.6666667,20600
B' U,2,Single L0,1.1666666,20500
F F,2,Single L0,0.6666667,20300
R U',2,Single L0,1.1666666,20400
R' F',2,Single L0,1.1666666,20400
F R,2,Single L0,1.1666666,20400
F' D,2,Single L0,1.1666666,20600
U' F,2,Single L0,1.1666666,20600
D F,2,Single L0,1.1666666,20400
L' R',2,Single L0,1.3333334,20500
B' D,2,Single L0,1.1666666,20400
D' R',2,Single L0,1.1666666,20500
U' R,2,Single L0,1.1666666,20400
D L',2,Single L0,1.1666666,20500
B' U',2,Single L0,1.1666666,20400
D U',2,Single L0,1.3333334,20400
U' F,2,Single L0,1.1666666,20500
F L,2,Single L0,1.1666666,20400
B F,2,Single L0,1.3333334,20500
F' L,2,Single L0,1.1666666,32200
F' B,2,Single L0,1.3333334,30800
L' U',2,Single L0,1.1666666,30700
B F,2,Single L0,1.3333334,30900
U D,2,Single L0,1.3333334,30500
U U,2,Single L0,0.6666667,30400
L L,2,Single L0,0.6666667,30900
B' F',2,Single L0,1.3333334,30800
B F',2,Single L0,1.3333334,30900
F F,2,Single L0,0.6666667,30500
D' L,2,Single L0,1.1666666,30800
L' B',2,Single L0,1.1666666,30800
D D,2,Single L0,0.6666667,31000
B' B',2,Single L0,0.6666667,20500
U F,2,Single L0,1.1666666,20500
U' U',2,Single L0,0.6666667,20300
U' R,2,Single L0,1.1666666,20500
R' B,2,Single L0,1.1666666,20500
D' L,2,Single L0,1.1666666,20500
D B',2,Single L0,1.1666666,20400
D B',2,Single L0,1.1666666,23800
U' U',2,Single L0,0.6666667,20300
D U,2,Single L0,1.3333334,20300
D' F',2,Single L0,1.1666666,20400
U' R,2,Single L0,1.1666666,20500
D F',2,Single L0,1.1666666,20500
R' B,2,Single L0,1.1666666,20400
R' R',2,Single L0,0.6666667,20500
L B,2,Single L0,1.1666666,20400
U' L,2,Single L0,1.1666666,22400
U L',2,Single L0,1.1666666,20500
D D,2,Single L0,0.6666667,20400
R' L,2,Single L0,1.3333334,20400
R D,2,Single L0,1.1666666,20400
R R,2,Single L0,0.6666667,20400
R L,2,Single L0,1.3333334,20400
D L',2,Single L0,1.1666666,22500
U' L',2,Single L0,1.1666666,20500
L U,2,Single L0,1.1666666,20500
B' D',2,Single L0,1.1666666,20500
L R,2,Single L0,1.3333334,28200
F L',2,Single L0,1.1666666,20400
L B,2,Single L0,1.1666666,20500
U' D,2,Single L0,1.3333334,20500
D L,2,Single L0,1.1666666,28900
F' L,2,Single L0,1.1666666,20600
R U',2,Single L0,1.1666666,20400
B B,2,Single L0,0.6666667,23200
U D',2,Single L0,1.3333334,20500
F L',2,Single L0,1.1666666,20500
F U,2,Single L0,1.1666666,20500
L U',2,Single L0,1.1666666,20500
R L',2,Single L0,1.3333334,23000
L' B,2,Single L0,1.1666666,20500
F' B',2,Single L0,1.3333334,20600
D' D',2,Single L0,0.6666667,20400
R D,2,Single L0,1.1666666,20500
D F',2,Single L0,1.1666666,20500
L' D',2,Single L0,1.1666666,20400
U' F,2,Single L0,1.1666666,20500
U' D,2,Single L0,1.3333334,20400
B' F',2,Single L0,1.3333334,20400
B L,2,Single L0,1.1666666,20700
U D',2,Single L0,1.3333334,22300
L' D,2,Single L0,1.1666666,20400
R' L',2,Single L0,1.3333334,20400
R' U',2,Single L0,1.1666666,20400
L' R,2,Single L0,1.3333334,20400
F' B',2,Single L0,1.3333334,20500
B' D',2,Single L0,1.1666666,20400
B' F',2,Single L0,1.3333334,20600
B D,2,Single L0,1.1666666,20500
L R,2,Single L0,1.3333334,20400
D R',2,Single L0,1.1666666,20500
F' B',2,Single L0,1.3333334,20600
F' U,2,Single L0,1.1666666,20500
F L,2,Single L0,1.1666666,23100
B D,2,Single L0,1.1666666,20600
B' L',2,Single L0,1.1666666,20400
R' U,2,Single L0,1.1666666,20400
D D,2,Single L0,0.6666667,20300
R' L',2,Single L0,1.3333334,20500
L' D',2,Single L0,1.1666666,22300
B F,2,Single L0,1.3333334,20800
L' B',2,Single L0,1.1666666,66900
F' D',2,Single L0,1.1666666,20400
R' L',2,Single L0,1.3333334,20500
B B,2,Single L0,0.6666667,20400
L' U',2,Single L0,1.1666666,20400
B' U,2,Single L0,1.1666666,20600
B R',2,Single L0,1.1666666,20600
F' D',2,Single L0,1.1666666,20600
D L,2,Single L0,1.1666666,20600
L F',2,Single L0,1.1666666,20600
R R,2,Single L0,0.6666667,20400
U' U',2,Single L0,0.6666667,20300
F B',2,Single L0,1.3333334,23100
U B,2,Single L0,1.1666666,21200
B' F,2,Single L0,1.3333334,21100
B' B',2,Single L0,0.6666667,21100
B U',2,Single L0,1.1666666,21100
B D',2,Single L0,1.1666666,22800
B D,2,Single L0,1.1666666,27100
R U',2,Single L0,1.1666666,23800
U' R,2,Single L0,1.1666666,23600
D U,2,Single L0,1.3333334,23300
B' D,2,Single L0,1.1666666,23500
U B',2,Single L0,1.1666666,23300
U D,2,Single L0,1.3333334,23100
R F,2,Single L0,1.1666666,20700
D' F',2,Single L0,1.1666666,22300
B U,2,Single L0,1.1666666,20500
U' F',2,Single L0,1.1666666,20400
B B,2,Single L0,0.6666667,20400
L' U',2,Single L0,1.1666666,20400
U' R',2,Single L0,1.1666666,57400
B L',2,Single L0,1.1666666,20600
B B,2,Single L0,0.6666667,20500
U' L',2,Single L0,1.1666666,20500
B L,2,Single L0,1.1666666,21200
U' F,2,Single L0,1.1666666,20400
L B,2,Single L0,1.1666666,20500
B L,2,Single L0,1.1666666,29800
F' U',2,Single L0,1.1666666,20500
U' D,2,Single L0,1.3333334,20400
U R,2,Single L0,1.1666666,20400
F R',2,Single L0,1.1666666,20400
B' D',2,Single L0,1.1666666,25300
R D,2,Single L0,1.1666666,20400
R' R',2,Single L0,0.6666667,22300
L' R,2,Single L0,1.3333334,20500
F' F',2,Single L0,0.6666667,20500
D U',2,Single L0,1.3333334,20400
F U,2,Single L0,1.1666666,20500
D L,2,Single L0,1.1666666,20500
U' B,2,Single L0,1.1666666,20400
D U,2,Single L0,1.3333334,20500
F' R,2,Single L0,1.1666666,20500
B L',2,Single L0,1.1666666,20500
U' D',2,Single L0,1.3333334,20400
D' D',2,Single L0,0.6666667,20300
F B,2,Single L0,1.3333334,20500
L U',2,Single L0,1.1666666,20400
D B,2,Single L0,1.1666666,20500
U' D',2,Single L0,1.3333334,20400
L' B,2,Single L0,1.1666666,20500
D B,2,Single L0,1.1666666,20500
D' D',2,Single L0,0.6666667,20400
L' F,2,Single L0,1.1666666,22300
F B,2,Single L0,1.3333334,20400
R F',2,Single L0,1.1666666,20500
L' F',2,Single L0,1.1666666,20500
L B,2,Single L0,1.1666666,20500
D D,2,Single L0,0.6666667,20400
F' R',2,Single L0,1.1666666,20600
L F,2,Single L0,1.1666666,20500
U B,2,Single L0,1.1666666,20400
R' L,2,Single L0,1.3333334,20500
L' R,2,Single L0,1.3333334,20500
D F,2,Single L0,1.1666666,20500
R' D',2,Single L0,1.1666666,20400
D D,2,Single L0,0.6666667,20300
B U',2,Single L0,1.1666666,20500
L L,2,Single L0,0.6666667,20600
L' B',2,Single L0,1.1666666,20500
L D,2,Single L0,1.1666666,20400
R' B,2,Single L0,1.1666666,20500
U L,2,Single L0,1.1666666,22200
R' D,2,Single L0,1.1666666,20400
L' R,2,Single L0,1.3333334,20500
U' D,2,Single L0,1.3333334,20400
D L,2,Single L0,1.1666666,20600
L' U',2,Single L0,1.1666666,20500
F' L,2,Single L0,1.1666666,20500
L' B,2,Single L0,1.1666666,20500
D U',2,Single L0,1.3333334,20600
U' D',2,Single L0,1.3333334,20400
B B,2,Single L0,0.6666667,20400
U L',2,Single L0,1.1666666,20500
D U',2,Single L0,1.3333334,20400
B R',2,Single L0,1.1666666,20500
F U,2,Single L0,1.1666666,20500
L B',2,Single L0,1.1666666,20500
L D',2,Single L0,1.1666666,20500
L' R',2,Single L0,1.3333334,20300
F' R',2,Single L0,1.1666666,20600
F D',2,Single L0,1.1666666,22600
L' U',2,Single L0,1.1666666,20400
U' F',2,Single L0,1.1666666,20600
B B,2,Single L0,0.6666667,20400
F L,2,Single L0,1.1666666,23200
B' F',2,Single L0,1.3333334,20400
F R',2,Single L0,1.1666666,20500
R R,2,Single L0,0.6666667,20500
B F',2,Single L0,1.3333334,20600
D L',2,Single L0,1.1666666,20500
D F,2,Single L0,1.1666666,20500
D U',2,Single L0,1.3333334,20400
U' U',2,Single L0,0.6666667,20400
R' F,2,Single L0,1.1666666,20400
L' F,2,Single L0,1.1666666,31500
F' D,2,Single L0,1.1666666,30700
L U,2,Single L0,1.1666666,30600
B R,2,Single L0,1.1666666,30800
F' B',2,Single L0,1.3333334,20500
D B',2,Single L0,1.1666666,22200
D' R',2,Single L0,1.1666666,20400
B D,2,Single L0,1.1666666,20500
F F,2,Single L0,0.6666667,20300
L' B',2,Single L0,1.1666666,20400
F L',2,Single L0,1.1666666,20400
U R,2,Single L0,1.1666666,20300
D B',2,Single L0,1.1666666,20500
F R',2,Single L0,1.1666666,20400
U' R,2,Single L0,1.1666666,20300
U L,2,Single L0,1.1666666,20500
F' R',2,Single L0,1.1666666,20500
L F',2,Single L0,1.1666666,20400
U' U',2,Single L0,0.6666667,20300
U' U',2,Single L0,0.6666667,20300
F' D,2,Single L0,1.1666666,20500
U' B',2,Single L0,1.1666666,20400
L R',2,Single L0,1.3333334,20500
D U,2,Single L0,1.3333334,20500
L F',2,Single L0,1.1666666,22300
B L,2,Single L0,1.1666666,20600
L' U,2,Single L0,1.1666666,20500
F' D',2,Single L0,1.1666666,20400
U' U',2,Single L0,0.6666667,20400
F' L,2,Single L0,1.1666666,20600
L' D',2,Single L0,1.1666666,32200
F U,2,Single L0,1.1666666,30600
R R,2,Single L0,0.6666667,30700
R F',2,Single L0,1.1666666,22300
U' U',2,Single L0,0.6666667,20300
U L,2,Single L0,1.1666666,20600
D' R',2,Single L0,1.1666666,23300
D B',2,Single L0,1.1666666,20400
U' U',2,Single L0,0.6666667,20300
B' L',2,Single L0,1.1666666,20500
F D',2,Single L0,1.1666666,20500
U D,2,Single L0,1.3333334,20500
F' U',2,Single L0,1.1666666,20400
B' R',2,Single L0,1.1666666,20900
D' U,2,Single L0,1.3333334,20700
D U',2,Single L0,1.3333334,20400
U D,2,Single L0,1.3333334,20400
D F,2,Single L0,1.1666666,20400
D' R',2,Single L0,1.1666666,20600
U F,2,Single L0,1.1666666,20400
R' U,2,Single L0,1.1666666,20500
R L',2,Single L0,1.3333334,20400
U R',2,Single L0,1.1666666,20500
D L,2,Single L0,1.1666666,20400
F B,2,Single L0,1.3333334,20600
R D',2,Single L0,1.1666666,20300
R D',2,Single L0,1.1666666,20400
L U',2,Single L0,1.1666666,20500
U F,2,Single L0,1.1666666,20500
L' R',2,Single L0,1.3333334,20400
R F,2,Single L0,1.1666666,20400
U' F,2,Single L0,1.1666666,20500
D F',2,Single L0,1.1666666,20500
L' R,2,Single L0,1.3333334,20400
D B',2,Single L0,1.1666666,20700
B U,2,Single L0,1.1666666,20500
F' F',2,Single L0,0.6666667,20500
U L',2,Single L0,1.1666666,20400
B L',2,Single L0,1.1666666,31400
R' B',2,Single L0,1.1666666,30900
R' U,2,Single L0,1.1666666,30800
F' D,2,Single L0,1.1666666,20700
B F',2,Single L0,1.3333334,20600
L' U,2,Single L0,1.1666666,20600
L R',2,Single L0,1.3333334,20900
L' U',2,Single L0,1.1666666,20500
F' U',2,Single L0,1.1666666,20400
R L',2,Single L0,1.3333334,20400
D B',2,Single L0,1.1666666,20500
L R,2,Single L0,1.3333334,20600
D F,2,Single L0,1.1666666,20500
L' R,2,Single L0,1.3333334,20500
D R,2,Single L0,1.1666666,20400
R U,2,Single L0,1.1666666,20300
D' F,2,Single L0,1.1666666,20400
U' D',2,Single L0,1.3333334,20300
U L,2,Single L0,1.1666666,20500
L D,2,Single L0,1.1666666,20300
U F',2,Single L0,1.1666666,20500
F R,2,Single L0,1.1666666,20500
F' U',2,Single L0,1.1666666,20500
B F',2,Single L0,1.3333334,20700
B' R',2,Single L0,1.1666666,20500
F R',2,Single L0,1.1666666,20400
D' R',2,Single L0,1.1666666,20500
L' R,2,Single L0,1.3333334,22900
R D',2,Single L0,1.1666666,20400
L' U',2,Single L0,1.1666666,20500
U' U',2,Single L0,0.6666667,20300
R' L',2,Single L0,1.3333334,20400
B B,2,Single L0,0.6666667,20500
U' B,2,Single L0,1.1666666,20500
D' U',2,Single L0,1.3333334,20300
D' F,2,Single L0,1.1666666,20400
L R',2,Single L0,1.3333334,20500
D' L,2,Single L0,1.1666666,20500
L U',2,Single L0,1.1666666,20400
L' B',2,Single L0,1.1666666,20500
L U',2,Single L0,1.1666666,20500
F R,2,Single L0,1.1666666,20500
R F,2,Single L0,1.1666666,20500
B B,2,Single L0,0.6666667,20400
D L',2,Single L0,1.1666666,23100
L F,2,Single L0,1.1666666,20500
F' L,2,Single L0,1.1666666,20600
U' D,2,Single L0,1.3333334,20400
D R',2,Single L0,1.1666666,20400
